Sample in Buffer,Sample in Window,TRIGGER,DMA_Custom/wr_index[2:0],DMA_Custom/Pose_Wr_Rst_Sync,DMA_Custom/w_brust_cnt[7:0],DMA_Custom/m_axi_awaddr[31:0],DMA_Custom/rd_index[2:0],DMA_Custom/m_axi_araddr[31:0],DMA_Custom/rd_base_addr[31:0],DMA_Custom/Rd_Rst_Sync_1,DMA_Custom/r_Rd_Rst_Sync[2:0],DMA_Custom/Ar_running,DMA_Custom/Aw_running,DMA_Custom/<const0>_1,DMA_Custom/<const0>_2,DMA_Custom/<const0>_3,DMA_Custom/<const0>_4,DMA_Custom/<const0>_5,DMA_Custom/<const0>_6,DMA_Custom/<const0>_7,DMA_Custom/Rd_Rst_Sync,DMA_Custom/<const0>_8,DMA_Custom/<const0>_9,DMA_Custom/<const0>_10,DMA_Custom/<const0>_11,DMA_Custom/<const0>_12,DMA_Custom/<const0>_13,DMA_Custom/<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,7,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,8,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,9,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,10,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,11,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,12,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,13,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,14,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,15,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,16,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,17,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,18,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,19,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,20,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,21,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,22,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,23,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,24,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,25,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,26,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,27,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,28,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,29,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,30,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,31,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,32,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,33,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,34,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,35,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,36,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,37,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,38,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,39,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,40,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,41,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,42,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,43,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,44,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,45,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,46,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,47,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,48,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,49,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,50,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,51,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,52,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,53,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,54,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,55,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,56,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,57,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,58,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,59,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,60,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,61,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,62,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,63,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,64,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,65,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,66,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,67,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,68,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,69,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,70,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,71,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,72,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,73,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,74,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,75,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,76,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,77,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,78,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,79,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,80,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,81,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,82,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,83,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,84,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,85,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,86,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,87,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,88,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,89,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,90,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91,91,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,92,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93,93,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,94,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,95,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,96,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97,97,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,98,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,99,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,100,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101,101,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,102,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,103,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,104,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,105,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,106,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,107,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,108,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109,109,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,110,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,111,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,112,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,113,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,114,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,115,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,116,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,117,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,118,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,119,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,120,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,121,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,122,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,123,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,124,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,125,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126,126,0,1,0,00,2995200,3,8294400,8294400,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127,127,1,1,0,00,2995200,3,8294400,8294400,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,4,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,5,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,6,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,8,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,9,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,10,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,11,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,12,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,13,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,14,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,15,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,16,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,17,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,18,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,19,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,20,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,21,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,22,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,23,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,24,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,25,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,26,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,27,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,28,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,29,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,30,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,31,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,32,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,33,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,34,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,35,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,36,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,37,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,38,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,39,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,40,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,41,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,42,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,43,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,44,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,45,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,46,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,47,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,48,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,49,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,50,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,51,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,52,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,53,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,54,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,55,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,56,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,57,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,58,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,59,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,60,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,61,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,62,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,63,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,64,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,65,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,66,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,67,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,68,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,69,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,70,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,71,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,72,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,73,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,74,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,75,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,76,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,77,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,78,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,79,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,80,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
