Sample in Buffer,Sample in Window,TRIGGER,DMA_Custom/wr_index[2:0],DMA_Custom/Pose_Wr_Rst_Sync,DMA_Custom/w_brust_cnt[7:0],DMA_Custom/m_axi_awaddr[31:0],DMA_Custom/rd_index[2:0],DMA_Custom/m_axi_araddr[31:0],DMA_Custom/rd_base_addr[31:0],DMA_Custom/Rd_Rst_Sync_1,DMA_Custom/r_Rd_Rst_Sync[2:0],DMA_Custom/Ar_running,DMA_Custom/Aw_running,DMA_Custom/<const0>_1,DMA_Custom/<const0>_2,DMA_Custom/<const0>_3,DMA_Custom/<const0>_4,DMA_Custom/<const0>_5,DMA_Custom/<const0>_6,DMA_Custom/<const0>_7,DMA_Custom/Rd_Rst_Sync,DMA_Custom/<const0>_8,DMA_Custom/<const0>_9,DMA_Custom/<const0>_10,DMA_Custom/<const0>_11,DMA_Custom/<const0>_12,DMA_Custom/<const0>_13,DMA_Custom/<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1936,16,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1937,17,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1938,18,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1939,19,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1940,20,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1941,21,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1942,22,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1943,23,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1944,24,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1945,25,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1946,26,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1947,27,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1948,28,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1949,29,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1950,30,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1951,31,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1952,32,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1953,33,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1954,34,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1955,35,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1956,36,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1957,37,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1958,38,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1959,39,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1960,40,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1961,41,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1962,42,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1963,43,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1964,44,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1965,45,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1966,46,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1967,47,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,48,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1969,49,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1970,50,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1971,51,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1972,52,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1973,53,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1974,54,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1975,55,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,56,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,57,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1978,58,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1979,59,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1980,60,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1981,61,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,62,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,63,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1984,64,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1985,65,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,66,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1987,67,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1988,68,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1989,69,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990,70,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991,71,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,72,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,73,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,74,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,75,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,76,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,77,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,78,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1999,79,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,80,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,81,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,82,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,83,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,84,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,85,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,86,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,87,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,88,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,89,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,90,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,91,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,92,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,93,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,94,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,95,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,96,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,97,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,98,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,99,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,100,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,101,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,102,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,103,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,104,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,105,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2026,106,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2027,107,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2028,108,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2029,109,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2030,110,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2031,111,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2032,112,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2033,113,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2034,114,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2035,115,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2036,116,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2037,117,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2038,118,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2039,119,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2040,120,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2041,121,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2042,122,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2043,123,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2044,124,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2045,125,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2046,126,0,3,0,00,19522304,2,4147200,4147200,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2047,127,1,3,0,00,19522304,2,4147200,4147200,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,1,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,2,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,3,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,4,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,5,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,6,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,7,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,8,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,9,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,10,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,11,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,12,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,13,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,14,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,15,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,16,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,17,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,18,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,19,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,20,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,21,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,22,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,23,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,24,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,25,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,26,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,27,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,28,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,29,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,30,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,31,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,32,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,33,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,34,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,35,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,36,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,37,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,38,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,39,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,40,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,41,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,42,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,43,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,44,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,45,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,46,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,47,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,48,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,49,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,50,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,51,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,52,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,53,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,54,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,55,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,56,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,57,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,58,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,59,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,60,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,61,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,62,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,63,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,64,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,65,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,66,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,67,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,68,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,69,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,70,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,71,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,72,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,73,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,74,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,75,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,76,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,77,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,78,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,79,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,80,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,81,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,82,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,83,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,84,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,85,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,86,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,87,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,88,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,89,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,90,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,91,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,92,0,3,0,00,20666624,2,5905920,4147200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
